Mind Meld: Secrets Behind the Voyage of a Lifetime,9.8,美国,科幻,https://movie.douban.com/subject/5131881/,https://img3.doubanio.com/lpic/s6631403.jpg
瑞克与莫蒂之精致死尸,9.7,美国,科幻,https://movie.douban.com/subject/27101676/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2494617459.jpg
怪诞小镇特别篇：松林之间,9.5,美国,科幻,https://movie.douban.com/subject/26744258/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2324315416.jpg
旅行者号：冲出太阳系,9.5,美国,科幻,https://movie.douban.com/subject/23117105/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1922704513.jpg
疑犯追踪 试播集,9.4,美国,科幻,https://movie.douban.com/subject/24700683/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1974739828.jpg
历史频道 - 宇宙系列：大爆炸开始,9.4,美国,科幻,https://movie.douban.com/subject/4714475/,https://img3.doubanio.com/lpic/s4227350.jpg
盗梦空间,9.3,美国,科幻,https://movie.douban.com/subject/3541415/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p513344864.jpg
机器人总动员,9.3,美国,科幻,https://movie.douban.com/subject/2131459/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p449665982.jpg
旅行到宇宙边缘,9.3,美国,科幻,https://movie.douban.com/subject/3595323/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1958040706.jpg
守望先锋：双龙,9.3,美国,科幻,https://movie.douban.com/subject/26860017/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2417863546.jpg
危险的日子：银翼杀手制作始末,9.3,美国,科幻,https://movie.douban.com/subject/3741153/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2189124857.jpg
萤火虫10周年纪念,9.3,美国,科幻,https://movie.douban.com/subject/24882604/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2161889323.jpg
守望先锋：荣耀,9.3,美国,科幻,https://movie.douban.com/subject/27191474/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2504236053.jpg
守望先锋：我们出发吧,9.2,美国,科幻,https://movie.douban.com/subject/27121211/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2498314003.jpg
星际旅行：舰长峰会,9.2,美国,科幻,https://movie.douban.com/subject/6724026/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2247382219.jpg
楚门的世界,9.1,美国,科幻,https://movie.douban.com/subject/1292064/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p479682972.jpg
星际穿越,9.1,美国,科幻,https://movie.douban.com/subject/1889243/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2206088801.jpg
哈利·波特系列的50个精彩瞬间,9.1,美国,科幻,https://movie.douban.com/subject/6758119/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2184324569.jpg
机器的复兴：第1部,9.1,美国,科幻,https://movie.douban.com/subject/2049553/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2189949483.jpg
星际牛仔,9.6,日本,科幻,https://movie.douban.com/subject/26883616/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2385967281.jpg
新世纪福音战士剧场版：Air/真心为你,9.4,日本,科幻,https://movie.douban.com/subject/1308892/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2199653749.jpg
宇宙兄弟#0,9.3,日本,科幻,https://movie.douban.com/subject/25792658/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2192962095.jpg
福音战士新剧场版：破,9.2,日本,科幻,https://movie.douban.com/subject/2567646/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1026522114.jpg
新世纪福音战士剧场版：死与新生,9.2,日本,科幻,https://movie.douban.com/subject/1455442/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2250120322.jpg
攻壳机动队SAC 2nd GIG：个别的十一人,9.2,日本,科幻,https://movie.douban.com/subject/2352020/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2497028401.jpg
新世纪福音战士剧场版：复兴,9.2,日本,科幻,https://movie.douban.com/subject/20458867/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2227584460.jpg
机动战士高达 THE ORIGIN III 破晓的起义,9.2,日本,科幻,https://movie.douban.com/subject/26359261/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2325456546.jpg
银河英雄传说：我的征途是星辰大海,9.2,日本,科幻,https://movie.douban.com/subject/3542206/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p486657453.jpg
机动战士高达THE ORIGIN 激战 鲁姆战役篇,9.2,日本,科幻,https://movie.douban.com/subject/26919026/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2495283318.jpg
超时空游侠,9.2,日本,科幻,https://movie.douban.com/subject/3078572/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1902970538.jpg
福音战士新剧场版：序,9.1,日本,科幻,https://movie.douban.com/subject/1968790/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p453715063.jpg
命运石之门：横行跋扈的浪荡之徒,9.1,日本,科幻,https://movie.douban.com/subject/10521690/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1432532161.jpg
机器的复兴：第1部,9.1,日本,科幻,https://movie.douban.com/subject/2049553/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2189949483.jpg
攻壳机动队SAC：笑面男,9.1,日本,科幻,https://movie.douban.com/subject/2078804/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2207164758.jpg
机器的复兴：第2部,9.1,日本,科幻,https://movie.douban.com/subject/2049556/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2189949652.jpg
天元突破剧场版：螺岩篇,9.1,日本,科幻,https://movie.douban.com/subject/3727748/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p937216094.jpg
银河英雄传说：新战争的序曲,9.1,日本,科幻,https://movie.douban.com/subject/3542229/,https://img3.doubanio.com/lpic/s3602702.jpg
攻壳机动队2：无罪,9.0,日本,科幻,https://movie.douban.com/subject/1291566/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p453466108.jpg
凉宫春日的消失,9.0,日本,科幻,https://movie.douban.com/subject/4074292/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2246432125.jpg
世界纪录,9.0,日本,科幻,https://movie.douban.com/subject/2049559/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2189185870.jpg
机动战士高达：逆袭的夏亚,9.0,日本,科幻,https://movie.douban.com/subject/1401536/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p546980785.jpg
少女与战车 剧场版,9.0,日本,科幻,https://movie.douban.com/subject/24460604/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2290872319.jpg
2112年 哆啦A梦诞生,9.0,日本,科幻,https://movie.douban.com/subject/3558793/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1666603536.jpg
反叛的鲁路修特别篇：零之镇魂曲,9.0,日本,科幻,https://movie.douban.com/subject/6514089/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2178971509.jpg
机动战士高达 THE ORIGIN IV 命运前夜,9.0,日本,科幻,https://movie.douban.com/subject/26359260/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2409626594.jpg
飞跃巅峰！飞跃巅峰2！合体剧场版,9.0,日本,科幻,https://movie.douban.com/subject/5915807/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2238703638.jpg
高智能方程式赛车 TV总集篇,9.0,日本,科幻,https://movie.douban.com/subject/4906417/,https://img3.doubanio.com/lpic/s4412555.jpg
新世纪福音战士 第0:0话 诞生之始,9.0,日本,科幻,https://movie.douban.com/subject/26306741/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2222846543.jpg
宇宙快递,9.0,韩国,科幻,https://movie.douban.com/subject/25884822/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2229847445.jpg
神秘博士：DT的视频日志：最后的日子,9.6,英国,科幻,https://movie.douban.com/subject/10508911/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2317582899.jpg
神秘博士：2008逍遥音乐会,9.6,英国,科幻,https://movie.douban.com/subject/3712009/,https://img3.doubanio.com/lpic/s3765103.jpg
凯特秀：喜剧插曲之神秘博士特别篇,9.6,英国,科幻,https://movie.douban.com/subject/25824839/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2289093862.jpg
神秘博士：2006逍遥音乐会,9.6,英国,科幻,https://movie.douban.com/subject/5941689/,https://img3.doubanio.com/lpic/s4609003.jpg
时空冒险,9.5,英国,科幻,https://movie.douban.com/subject/24298647/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2173858926.jpg
旅行者号：冲出太阳系,9.5,英国,科幻,https://movie.douban.com/subject/23117105/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1922704513.jpg
五位(还嫌少)博士重启,9.5,英国,科幻,https://movie.douban.com/subject/25777719/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2160377148.jpg
神秘博士：2010逍遥音乐会,9.5,英国,科幻,https://movie.douban.com/subject/5941690/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2321153970.jpg
神秘博士：2013逍遥音乐会,9.5,英国,科幻,https://movie.douban.com/subject/25717159/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2118848256.jpg
弗兰肯斯坦,9.4,英国,科幻,https://movie.douban.com/subject/10508921/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2252273146.jpg
神秘博士2005慈善特辑：帮助儿童,9.4,英国,科幻,https://movie.douban.com/subject/10577674/,https://img3.doubanio.com/lpic/s11088020.jpg
神秘博士：DT的视频日志,9.4,英国,科幻,https://movie.douban.com/subject/10553116/,https://img3.doubanio.com/lpic/s10385776.jpg
神秘博士终极指南,9.4,英国,科幻,https://movie.douban.com/subject/25777630/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2165084958.jpg
博士之日幕后揭秘,9.4,英国,科幻,https://movie.douban.com/subject/25810935/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2186708457.jpg
盗梦空间,9.3,英国,科幻,https://movie.douban.com/subject/3541415/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p513344864.jpg
神秘博士特别篇：时间尽头(下),9.3,英国,科幻,https://movie.douban.com/subject/4215755/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2151699747.jpg
神秘博士：天体音乐,9.3,英国,科幻,https://movie.douban.com/subject/5181578/,https://img3.doubanio.com/lpic/s6958586.jpg
神秘博士背后的科学,9.3,英国,科幻,https://movie.douban.com/subject/25773398/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2159548712.jpg
神秘博士：再见，马特·史密斯,9.3,英国,科幻,https://movie.douban.com/subject/25966287/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2206715301.jpg
神秘博士特别篇：时间尽头(上),9.2,英国,科幻,https://movie.douban.com/subject/4215662/,https://img1.doubanio.com/lpic/s4118059.jpg
神秘博士：时间冲撞,9.2,英国,科幻,https://movie.douban.com/subject/4188543/,https://img1.doubanio.com/lpic/s6788929.jpg
人体奥妙之细胞的暗战,9.2,英国,科幻,https://movie.douban.com/subject/20515275/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1843111780.jpg
2007红鼻子日慈善专场大表演,9.2,英国,科幻,https://movie.douban.com/subject/2124854/,https://img1.doubanio.com/lpic/s2727327.jpg
最棒的同伴,9.2,英国,科幻,https://movie.douban.com/subject/20399058/,https://img1.doubanio.com/lpic/s24439949.jpg
星际穿越,9.1,英国,科幻,https://movie.douban.com/subject/1889243/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2206088801.jpg
黑镜：圣诞特别篇,9.1,英国,科幻,https://movie.douban.com/subject/25964630/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2233676442.jpg
哈利·波特系列的50个精彩瞬间,9.1,英国,科幻,https://movie.douban.com/subject/6758119/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2184324569.jpg
哈勃的15年科学探索,9.1,英国,科幻,https://movie.douban.com/subject/3149040/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1846835634.jpg
博士的女伴,9.1,英国,科幻,https://movie.douban.com/subject/11625156/,https://img1.doubanio.com/lpic/s11282609.jpg
Pond一家最后的日子,9.1,英国,科幻,https://movie.douban.com/subject/25779232/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2211974901.jpg
神秘博士圣诞时刻,9.1,英国,科幻,https://movie.douban.com/subject/21354158/,https://img3.doubanio.com/lpic/s24976003.jpg
虎王归来,9.1,英国,科幻,https://movie.douban.com/subject/24849943/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2029447346.jpg
蝙蝠侠：黑暗骑士,9.0,英国,科幻,https://movie.douban.com/subject/1851857/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p462657443.jpg
神秘博士：火星之水,9.0,英国,科幻,https://movie.douban.com/subject/4144683/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2151616662.jpg
双X：这个游戏的名称,9.0,英国,科幻,https://movie.douban.com/subject/1294819/,https://img3.doubanio.com/lpic/s3932346.jpg
彩虹,9.0,英国,科幻,https://movie.douban.com/subject/1971485/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p503390374.jpg
神秘博士：信息场,9.0,英国,科幻,https://movie.douban.com/subject/25824941/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2169394973.jpg
最棒的怪物,8.9,英国,科幻,https://movie.douban.com/subject/20393812/,https://img1.doubanio.com/lpic/s24428449.jpg
穿越扬提尔森的音乐秘密,9.4,法国,科幻,https://movie.douban.com/subject/6038293/,https://img3.doubanio.com/lpic/s4677004.jpg
虚幻勇士,9.1,法国,科幻,https://movie.douban.com/subject/3667535/,https://img3.doubanio.com/lpic/s3724393.jpg
哈勃的15年科学探索,9.1,德国,科幻,https://movie.douban.com/subject/3149040/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1846835634.jpg
星际穿越,9.1,加拿大,科幻,https://movie.douban.com/subject/1889243/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2206088801.jpg
彩虹,9.0,加拿大,科幻,https://movie.douban.com/subject/1971485/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p503390374.jpg
刘二上访记,,大陆,剧情,https://movie.douban.com/subject/21715471/,https://img3.doubanio.com/lpic/s25805382.jpg
荒山泪,9.4,大陆,剧情,https://movie.douban.com/subject/3724033/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1945500364.jpg
茶馆,9.3,大陆,剧情,https://movie.douban.com/subject/1461403/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2262122096.jpg
背靠背，脸对脸,9.3,大陆,剧情,https://movie.douban.com/subject/1307856/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2505048077.jpg
鬼子来了,9.2,大陆,剧情,https://movie.douban.com/subject/1291858/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1181775734.jpg
狐妖小红娘剧场版：王权富贵,9.2,大陆,剧情,https://movie.douban.com/subject/26946612/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2409467410.jpg
活着,9.1,大陆,剧情,https://movie.douban.com/subject/1292365/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2173575484.jpg
天堂回信,9.1,大陆,剧情,https://movie.douban.com/subject/1418076/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1090024531.jpg
金花路5号,9.1,大陆,剧情,https://movie.douban.com/subject/2282452/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1961367162.jpg
芙蓉镇,9.0,大陆,剧情,https://movie.douban.com/subject/1297880/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2184544013.jpg
红楼梦,9.0,大陆,剧情,https://movie.douban.com/subject/1329969/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2322451692.jpg
如此爹娘,9.0,大陆,剧情,https://movie.douban.com/subject/3032535/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2323730451.jpg
穆桂英挂帅,9.0,大陆,剧情,https://movie.douban.com/subject/2340950/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2345664290.jpg
孔明灯,9.0,大陆,剧情,https://movie.douban.com/subject/6785099/,https://img3.doubanio.com/lpic/s6852223.jpg
霍伊特团队,9.7,美国,剧情,https://movie.douban.com/subject/2006101/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2329853674.jpg
肖申克的救赎,9.6,美国,剧情,https://movie.douban.com/subject/1292052/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p480747492.jpg
控方证人,9.6,美国,剧情,https://movie.douban.com/subject/1296141/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1505392928.jpg
威尔和格蕾丝 告别秀,9.6,美国,剧情,https://movie.douban.com/subject/2263259/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2408281629.jpg
迈克尔·杰克逊：音乐历史专辑全集,9.6,美国,剧情,https://movie.douban.com/subject/2122919/,https://img3.doubanio.com/lpic/s2541232.jpg
NBA黄金50周年纪念特辑,9.6,美国,剧情,https://movie.douban.com/subject/3145883/,https://img3.doubanio.com/lpic/s3180872.jpg
天使在美国第二部：重建,9.6,美国,剧情,https://movie.douban.com/subject/27045950/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2474462430.jpg
AFI终身成就奖：向阿尔帕西诺致敬,9.6,美国,剧情,https://movie.douban.com/subject/4832752/,https://img1.doubanio.com/lpic/s4361049.jpg
拉娜·德雷：西海岸,9.6,美国,剧情,https://movie.douban.com/subject/25940511/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2193232040.jpg
豪斯医生完季特别篇：天鹅挽歌,9.5,美国,剧情,https://movie.douban.com/subject/10757823/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2201534004.jpg
怪诞小镇特别篇：松林之间,9.5,美国,剧情,https://movie.douban.com/subject/26744258/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2324315416.jpg
跳出我天地音乐剧,9.5,美国,剧情,https://movie.douban.com/subject/26264388/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2215874393.jpg
天使在美国第一部：千禧年降临,9.5,美国,剧情,https://movie.douban.com/subject/27021257/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2455727120.jpg
演员工作室：老爸老妈的浪漫史,9.5,美国,剧情,https://movie.douban.com/subject/25855990/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2176444996.jpg
阿甘正传,9.4,美国,剧情,https://movie.douban.com/subject/1292720/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p510876377.jpg
辛德勒的名单,9.4,美国,剧情,https://movie.douban.com/subject/1295124/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p492406163.jpg
十二怒汉,9.4,美国,剧情,https://movie.douban.com/subject/1293182/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2173577632.jpg
福尔摩斯二世,9.4,美国,剧情,https://movie.douban.com/subject/1303408/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2206737207.jpg
十二怒汉,9.4,美国,剧情,https://movie.douban.com/subject/10583098/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2153875961.jpg
控方证人,9.4,美国,剧情,https://movie.douban.com/subject/5294851/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2367853261.jpg
绝不折中：绝命毒师最终季制作记录,9.4,美国,剧情,https://movie.douban.com/subject/25779043/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2208788564.jpg
疑犯追踪 试播集,9.4,美国,剧情,https://movie.douban.com/subject/24700683/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1974739828.jpg
拽妹黛薇儿要上大学了没,9.4,美国,剧情,https://movie.douban.com/subject/2054458/,https://img3.doubanio.com/lpic/s2372970.jpg
博弈论,9.4,美国,剧情,https://movie.douban.com/subject/3272459/,https://img3.doubanio.com/lpic/s4495422.jpg
拜访森林,9.4,美国,剧情,https://movie.douban.com/subject/25741291/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2155898916.jpg
Christina Aguilera: Back to Basics - Live and Down Under,9.4,美国,剧情,https://movie.douban.com/subject/3060405/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2498697744.jpg
聪明狗走天涯,9.4,美国,剧情,https://movie.douban.com/subject/1297777/,https://img1.doubanio.com/lpic/s1788447.jpg
土豆工厂,9.3,美国,剧情,https://movie.douban.com/subject/1793083/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2233036824.jpg
盗梦空间,9.3,美国,剧情,https://movie.douban.com/subject/3541415/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p513344864.jpg
海豚湾,9.3,美国,剧情,https://movie.douban.com/subject/3442220/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p455222172.jpg
The Work of Director Michel Gondry,9.3,美国,剧情,https://movie.douban.com/subject/1400646/,https://img3.doubanio.com/lpic/s1408962.jpg
守望先锋：双龙,9.3,美国,剧情,https://movie.douban.com/subject/26860017/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2417863546.jpg
诱惑乐队,9.3,美国,剧情,https://movie.douban.com/subject/2138114/,https://img3.doubanio.com/lpic/s2572066.jpg
南方公园之梦想国度,9.4,美国,剧情,https://movie.douban.com/subject/5179539/,https://img3.doubanio.com/lpic/s5293436.jpg
查理布朗男孩,9.3,美国,剧情,https://movie.douban.com/subject/1295406/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p577559527.jpg
山谷崛起,9.3,美国,剧情,https://movie.douban.com/subject/26291600/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2221606645.jpg
冰上卡门,9.3,美国,剧情,https://movie.douban.com/subject/1998081/,https://img3.doubanio.com/lpic/s4044014.jpg
泰坦尼克号,9.2,美国,剧情,https://movie.douban.com/subject/1292722/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p457760035.jpg
海上钢琴师,9.2,美国,剧情,https://movie.douban.com/subject/1292001/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p511146807.jpg
霸王别姬,9.5,香港,剧情,https://movie.douban.com/subject/1291546/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910813120.jpg
Small Matters 音乐录像故事,9.4,香港,剧情,https://movie.douban.com/subject/2295463/,https://img1.doubanio.com/lpic/s2752638.jpg
背靠背，脸对脸,9.3,香港,剧情,https://movie.douban.com/subject/1307856/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2505048077.jpg
帝女花,9.3,香港,剧情,https://movie.douban.com/subject/1918697/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2324412917.jpg
大话西游之大圣娶亲,9.2,香港,剧情,https://movie.douban.com/subject/1292213/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2455050536.jpg
幸福的旁边,9.2,香港,剧情,https://movie.douban.com/subject/26879897/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2503447611.jpg
活着,9.1,香港,剧情,https://movie.douban.com/subject/1292365/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2173575484.jpg
南海十三郎,9.1,香港,剧情,https://movie.douban.com/subject/1303913/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2328424489.jpg
无间道,9.0,香港,剧情,https://movie.douban.com/subject/1307914/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2233971046.jpg
上海滩,9.0,香港,剧情,https://movie.douban.com/subject/6311260/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2344833803.jpg
冲天,9.2,台湾,剧情,https://movie.douban.com/subject/26602234/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2279974285.jpg
霹雳兵燹,9.2,台湾,剧情,https://movie.douban.com/subject/1920838/,https://img1.doubanio.com/lpic/s1913808.jpg
时之繁花,9.2,台湾,剧情,https://movie.douban.com/subject/25774028/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2216519411.jpg
饮食男女,9.1,台湾,剧情,https://movie.douban.com/subject/1291818/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910899751.jpg
